"id","t","jp","pid","s","kid","kt","i","st","mi","nc","ju","mj","ut"
"961","KHAIRUL","AKTIVIS NGO","41","L","12000","parlimen","null","HD","2018-04-28T11:37:04.867Z","1","636","37260","254"
"1106","YUEN CHAN HOW","","1","L","06633","dun","null","KLH","2018-04-28T12:39:26.643Z","2","4560","10501","285"
"787","CHAN QUIN ER","TIADA","1","P","12200","parlimen","null","HD","2018-04-28T10:44:59.347Z","1","7035","56059","294"
"1147","NG KAI CHEONG","","1","L","06427","dun","null","HD","2018-04-28T12:22:49.773Z","1","2426","20856","200"
"1146","TARMIZI IDRIS","","1","L","05503","dun","null","MNG","2018-04-28T12:54:31.100Z","3","7379","3268","241"
"1076","AHMAD MUSTAIN BIN OTHMAN ","PENIAGA ","37","L","09202","dun","null","MNG","2018-04-28T12:35:21.317Z","2","6981","130","327"
"1066","WONG LING BIU","PENIAGA","3","L","20800","parlimen","null","MNG","2018-04-28T11:25:48.400Z","1","16327","2570","340"
"883","TUAN GURU HAJI ABDUL HADI AWANG","BEKAS ADUN","2","L","03700","parlimen","null","MNG","2018-04-28T12:39:02.650Z","3","53749","21954","1028"
"1082","NOORLIHAN BINTI ARIFFIN","","37","P","15331","dun","null","KLH","2018-04-28T14:39:43.130Z","1","7907","2861","375"
"192","CIKGU WAN YUSOFF","TIADA","2","L","02727","dun","null","KLH","2018-04-28T11:30:15.557Z","2","7094","1415","280"
"1127","DENNIS WAN","BERNIAGA","9","L","10200","parlimen","null","HD","2018-04-28T13:26:32.050Z","3","215","68768","1114"
"975","ZOLKIFLY B. MD LAZIM","","37","L","05340","dun","null","MNG","2018-04-28T11:11:57.480Z","1","5482","425","179"
"1091","JAYANTHI DEVI BALAGURU","","1","P","04600","parlimen","null","KLH","2018-04-28T12:46:04.260Z","2","9130","33553","675"
"205","USTAZ TUAN IBRAHIM","TIADA","2","L","02400","parlimen","null","MNG","2018-04-28T12:37:17.087Z","3","35620","19369","735"
"114","NG SZE HAN","","37","L","10430","dun","null","MNG","2018-04-28T13:09:08.290Z","1","52207","45212","371"
"1144","SYED SADDIQ","","37","L","14600","parlimen","null","MNG","2018-04-28T13:35:31.603Z","2","22341","6953","636"
"235","DR.RAMLI ","AHLI MAJLIS MESYUARAT KERAJAAN NEGERI KELANTAN (SEMENTARA)","2","L","02110","dun","null","MNG","2018-04-28T12:38:16.173Z","3","10921","4627","214"
"988","ALI BIJU ","AHLI DEWAN UNDANGAN NEGERI SARAWAK N39 KRIAN","37","L","20500","parlimen","null","MNG","2018-04-28T11:15:28.767Z","2","11848","989","257"
"939","TAN KAR HING","","37","L","07145","dun","null","MNG","2018-04-28T13:04:58.873Z","3","25659","20689","228"
"72","CIKGU ZAHAR","TIADA","1","L","09612","dun","null","KLH","2018-04-28T12:56:07.477Z","3","5896","1191","193"
"1072","HJH. KINTAN BINTI MAN","TIADA","2","P","13925","dun","null","HD","2018-04-28T12:49:31.440Z","1","1262","536","164"
"273","TENGKU RAZALEIGH HAMZAH","-","1","L","03200","parlimen","null","MNG","2018-04-28T11:52:14.387Z","3","19426","3913","948"
"973","DATUK ALEXANDER NANTA LINGGI","TIMBALAN MENTERI","1","L","21500","parlimen","null","MNG","2018-04-28T11:55:54.690Z","2","14302","10479","278"
"206","ABDULL RAHIM BIN TALIB","","1","L","14411","dun","null","KLH","2018-04-28T13:42:28.597Z","1","9450","2324","359"
"1145","DATO' HJ ZULKIFLI MOHAMAD","","37","L","03615","dun","null","KLH","2018-04-28T11:34:14.837Z","3","2836","363","179"
"984","CHONG CHIENG JEN","PEGUAM","3","L","19600","parlimen","null","MNG","2018-04-28T11:19:13.003Z","2","33060","14221","408"
"37","V. GUNALAN","AHLI PERNIAGAAN ","1","L","11100","parlimen","null","KLH","2018-04-28T12:53:07.527Z","3","17874","71142","966"
"1005","USTAZ ROHAIZAT JAAFAR","MELETAK JAWATAN (PENOLONG PEGAWAI HAL EHWAL ISLAM)","2","L","01836","dun","null","KLH","2018-04-28T12:09:34.180Z","1","7506","377","406"
"851","HAJI HASNUL BIN BAHARUDDIN","AHLI FARMASI","37","L","11253","dun","null","MNG","2018-04-28T12:37:59.360Z","3","11000","2117","352"
"894","LEE CHUN KIT","","37","L","04825","dun","null","MNG","2018-04-28T12:50:44.860Z","3","11679","9245","138"
"1161","ZULHAZMI BIN OSMAN","AHLI PERNIAGAAN","2","L","00606","dun","null","KLH","2018-04-28T11:49:07.563Z","1","7064","10849","333"
"1160","DATO SERI MOHAMED NAZRI BIN TAN SRI ABDUL AZIZ","","1","L","06100","parlimen","null","MNG","2018-04-28T12:58:13.990Z","2","10491","2548","315"
"1171","SITI ZAHARAH OTHMAN","","2","P","15637","dun","null","HD","2018-04-28T12:33:53.720Z","3","1433","5807","336"
"1056","DATO' HJ ABDUL HALIM HUSSAIN","","37","L","05237","dun","null","MNG","2018-04-28T13:13:26.283Z","1","17380","8317","352"
"935","DATUK DR. JEFFREY KITINGAN","PENIAGA","93","L","18000","parlimen","null","MNG","2018-04-28T15:01:08.360Z","4","13286","45","522"
"1163","HAJJAH ROHAWATI ABIDIN","","2","P","07451","dun","null","KLH","2018-04-28T13:03:29.927Z","2","7795","1219","470"
"929","DATO' SRI ABU BAKAR BIN HARUN","AHLI MAJLIS MESYUARAT KERAJAAN NEGERI","1","L","08523","dun","null","MNG","2018-04-28T12:17:24.513Z","2","10027","4622","232"
"384","HAZMI HASSAN","","37","L","02007","dun","null","HD","2018-04-28T12:38:06.287Z","3","2394","7288","224"
"1174","CHEW PECK CHOO","","37","P","14819","dun","null","MNG","2018-04-28T13:08:17.797Z","2","12307","5089","300"
"942","DATUK HAJI HARMAN BIN MOHAMAD","AHLI PERNIAGAAN","1","L","18952","dun","null","KLH","2018-04-28T14:53:59.337Z","3","2190","4926","324"
"987","USTAZ NOR KHAIRI","TIADA","37","L","13926","dun","null","KLH","2018-04-28T12:49:34.833Z","3","3664","2737","191"
"101","MEGAT ZULKARNAIN BIN OMARDIN","SENATOR","1","L","09817","dun","null","KLH","2018-04-28T13:05:37.093Z","1","11113","12399","328"
"361","AB AZIZ","-","1","L","03243","dun","null","MNG","2018-04-28T11:30:40.997Z","1","5506","461","290"
"125","ZAIDI BIN JAPAR","","1","L","15024","dun","null","KLH","2018-04-28T12:55:48.187Z","3","9759","809","394"
"994","AMINUR SHAFIQ","BERNIAGA","2","L","00900","parlimen","null","KLH","2018-04-28T11:51:02.063Z","1","17275","15200","881"
"872","DR GHAZALI BIN TAIB","AHLI MAJLIS MESYUARAT KERAJAAN NEGERI TERENGGANU","1","L","03824","dun","null","KLH","2018-04-28T12:27:53.870Z","1","8128","4","285"
"1148","MOHD ISKANDAR BIN JAAFAR","","1","L","03405","dun","null","KLH","2018-04-28T11:37:37.937Z","1","8006","55","243"
"328","ABE SOBA","TIADA","37","L","02727","dun","null","HD","2018-04-28T11:30:15.557Z","3","499","1415","280"
"1126","MUZAINI BIN AZIZAN","TIADA","2","L","01222","dun","null","KLH","2018-04-28T12:17:42.910Z","2","5257","4207","414"
"1179","NORSALEWATI BINTI MAT NORWANI","","1","P","05708","dun","null","KLH","2018-04-28T12:33:40.683Z","3","7460","140","265"
"293","CIKGU ADNAN","TIADA","1","L","02934","dun","null","KLH","2018-04-28T11:53:37.647Z","3","6814","1897","248"
"172","DATO' SERI HISHAMMUDDIN TUN HUSSEIN","","1","L","15300","parlimen","null","MNG","2018-04-28T11:52:02.217Z","1","21353","6662","598"
"1130","JUNE LEOW","TIADA","37","P","09400","parlimen","null","MNG","2018-04-28T12:32:51.903Z","2","40783","13391","1310"
"375","DATUK HAJI MOHAMED HASNAN BIN CHE HUSSIN","AHLI PERNIAGAAN","1","L","02110","dun","null","KLH","2018-04-28T12:38:16.173Z","1","6294","4627","214"
"94","KHAIRUL ANUAR BIN SAIMUN","","1","L","10942","dun","null","KLH","2018-04-28T13:10:30.670Z","1","8057","9608","430"
"1180","USTAZ ZULFADLI ZAINAL","","2","L","07758","dun","null","KLH","2018-04-28T12:31:44.940Z","1","4103","2183","350"
"1031","DATO MAHMUD ZAKARIA","","1","L","04721","dun","null","KLH","2018-04-28T11:40:29.197Z","2","7070","416","221"
"28","SIVARASA RASIAH","PEGUAM","37","L","10700","parlimen","null","MNG","2018-04-28T12:31:34.777Z","2","43631","26634","686"
"229","LAU WENG SAN","","37","L","11252","dun","null","MNG","2018-04-28T12:37:37.903Z","2","21846","17299","386"
"776","NG SIEW LAI","","1","P","04900","parlimen","null","KLH","2018-04-28T12:47:30.190Z","1","5064","29599","347"
"829","MOHD KHAIRUDDIN BIN ABDULLAH","","2","L","08935","dun","null","KLH","2018-04-28T12:27:07.580Z","4","1308","495","166"
"932","CHEE JOCK","","20","L","15900","parlimen","022","HD","2018-04-28T13:00:16.410Z","3","227","24726","1342"
"1129","SEKAR","","79","L","06600","parlimen","null","HD","2018-04-28T12:39:32.090Z","3","955","43868","733"
"555","EE CHIN LI","","37","L","14410","dun","null","MNG","2018-04-28T13:42:04.850Z","1","13512","5077","563"
"1113","DATO' SERI HJ MUKHRIZ TUN MAHATHIR","AHLI PERNIAGAAN","37","L","00606","dun","null","MNG","2018-04-28T11:49:07.563Z","2","18852","10849","333"
"1152","PRISCILLA LAU","PEGUAM","84","P","21100","parlimen","null","HD","2018-04-28T10:55:24.693Z","2","628","14546","365"
"904","CIKGU RUSLI HASHIM","","1","L","05338","dun","null","KLH","2018-04-28T11:13:05.167Z","3","7259","5245","275"
"11","DATO' CHING EU BOON","AHLI PERNIAGAAN ","1","L","11000","parlimen","null","KLH","2018-04-28T13:01:34.753Z","2","19506","78773","1204"
"228","AZALINA OTHMAN SAID","","1","P","15700","parlimen","null","MNG","2018-04-28T14:35:56.470Z","2","21829","11417","557"
"1166","HAJI MAD SHAHMIOUR MAT KOSIM","","2","L","10124","dun","null","KLH","2018-04-28T13:02:44.720Z","2","6966","8964","546"
"1172","SUHAIMI BIN SABUDIN","","1","L","04412","dun","null","KLH","2018-04-28T11:17:18.747Z","1","5277","2944","176"
"1175","HAJI MOHD BAKRI SAMIAN","","2","L","14820","dun","null","KLH","2018-04-28T14:18:26.097Z","3","2423","5842","242"
"1197","DR HJ DZULKEFLY AHMAD","TIADA","37","L","09600","parlimen","null","MNG","2018-04-28T12:55:45.900Z","1","29842","8498","996"
"764","GUI GUAT LYE","","1","L","04500","parlimen","null","KLH","2018-04-28T11:46:53.520Z","1","10907","52877","1109"
"1192","DATO SRI TAJUDDIN ABDUL RAHMAN","","1","L","07300","parlimen","null","MNG","2018-04-28T12:42:08.470Z","2","20003","7712","895"
"1131","USTAZ DATO' DR KHAIRUDDIN TAKIRI","BERNIAGA","2","L","03500","parlimen","null","MNG","2018-04-28T11:29:45.890Z","2","37974","8447","727"
"106","DR MARIAH MAHMUD","","37","P","10329","dun","null","MNG","2018-04-28T13:10:52.193Z","1","27088","14363","355"
"1095","LIM GUAN ENG ","","37","L","04300","parlimen","null","MNG","2018-04-28T12:40:06.560Z","2","51653","43902","463"
"1190","MOHD IZHAR BIN AHMAD","","37","L","16044","dun","null","MNG","2018-04-28T12:31:22.637Z","2","25012","8590","495"
"1092","MOHAMMAD FAKHRUDDIN BIN MOHD ARIFF","","1","L","08522","dun","null","MNG","2018-04-28T12:18:02.253Z","1","8172","5720","329"
"147","RASHIDAH BINTI ISMAIL","","1","P","15535","dun","null","MNG","2018-04-28T12:34:36.033Z","3","8055","1847","398"
"348","ASRAN BIN ALIAS","TIADA","37","L","03036","dun","null","HD","2018-04-28T12:59:43.593Z","3","659","1081","144"
"191","DR AHMAD YUNUS BIN HAIRI","EXCO KERAJAAN NEGERI SELANGOR (SEMENTARA)","2","L","11251","dun","null","MNG","2018-04-28T12:37:23.607Z","3","12688","1677","458"
"123","UST. MUHAMAD NAZRIN BIN IHSAN","BEKERJA SENDIRI","2","L","16146","dun","null","HD","2018-04-28T14:43:39.393Z","3","5890","19533","524"
"1020","VIKNESWARAN A/L MUNIANDY","","2","L","05235","dun","null","HD","2018-04-28T13:07:25.160Z","2","1176","17273","235"
"1023","KUMARAVELU A/L ARUMUGAM","","2","L","04618","dun","null","HD","2018-04-28T12:58:25.293Z","5","735","14880","253"
"1220","ZULKARNINE HASHIM","","37","L","06120","dun","null","KLH","2018-04-28T12:57:47.400Z","1","4179","409","181"
"1223","JAMILAH BINTI ZAKARIA","","1","P","05915","dun","null","MNG","2018-04-28T13:28:57.187Z","1","5139","1898","209"
"671","TEH LAI HENG","","37","L","04928","dun","null","MNG","2018-04-28T12:41:18.313Z","2","10113","8363","98"
"31","TEE HOOI LING","AHLI PERNIAGAAN ","1","P","11047","dun","null","HD","2018-04-28T13:02:03.263Z","3","5689","35863","303"
"1222","USTAZ JUWAHIR BIN AMIN ","","2","L","16351","dun","null","HD","2018-04-28T12:38:59.013Z","1","1888","10057","306"
"1021","MOHD LOKMAN ABDUL GANI","-","37","L","13611","dun","null","KLH","2018-04-28T11:48:36.910Z","2","7844","2229","667"
"294","UMMI NOR","-","37","P","03244","dun","null","HD","2018-04-28T11:52:04.673Z","2","417","1439","218"
"1104","KARUPAIYA MUTUSAMI","USAHAWAN","37","L","01700","parlimen","null","MNG","2018-04-28T12:11:10.613Z","1","31724","8813","827"
"1216","JEFRI BIN MEJAN","TIADA","2","L","09611","dun","null","KLH","2018-04-28T12:56:02.013Z","4","3942","2114","396"
"1225","ATA ABDUL MUNEIM DATO' HASAN ADLI","","2","L","07500","parlimen","null","HD","2018-04-28T12:21:40.917Z","1","4061","5073","814"
"1135","LAKSAMANA PERTAMA (B) MOHAMAD IMRAN BIN ABD HAMID","","37","L","06734","dun","null","KLH","2018-04-28T12:42:44.640Z","2","5465","464","253"
"1050","TEY KOK KIEW","TIADA","37","L","13822","dun","null","MNG","2018-04-28T12:54:08.257Z","3","14038","11313","122"
"124","JASON TEOH SEW HOCK","","1","L","16200","parlimen","null","KLH","2018-04-28T13:34:28.993Z","1","35862","44864","1987"
"998","JANTAN BIN ABDULLAH","TIADA","2","L","13718","dun","null","KLH","2018-04-28T12:20:14.620Z","1","3082","1805","197"
"1202","DR CHE ROSLI CHE MAT","","2","L","10100","parlimen","null","KLH","2018-04-28T13:26:27.123Z","1","15663","25424","929"
"49","USTAZAH MARIAM","TIADA","37","P","09303","dun","null","KLH","2018-04-28T12:26:41.537Z","2","8446","2084","362"
"824","USTAZ MOHD FADHIL NOOR","","2","L","08523","dun","null","KLH","2018-04-28T12:17:24.513Z","3","5405","4622","232"
"893","DR. SIM KUI HIAN","MENTERI KERAJAAN TEMPATAN DAN PERUMAHAN SARAWAK","1","L","19600","parlimen","null","KLH","2018-04-28T11:19:13.003Z","1","18839","14221","408"
"1226","HAJI ABDULLAH","TIADA","37","L","03500","parlimen","null","HD","2018-04-28T11:29:45.890Z","1","4604","8447","727"
"1040","JOHARI BIN AZIZ","TIADA","1","L","01015","dun","null","KLH","2018-04-28T11:36:47.840Z","2","5200","1579","297"
"897","CIKGU ALIAS","BEKAS ADUN","2","L","03926","dun","null","MNG","2018-04-28T12:39:37.510Z","2","12287","4452","242"
"924","MEJAR ANUAR BIN ABDUL HAMID (B)","PESARA KERAJAAN ","37","L","01426","dun","null","KLH","2018-04-28T11:48:33.150Z","1","10492","952","645"
"338","DATO' SAZMI","PESARA KERAJAAN ","37","L","02900","parlimen","null","HD","2018-04-28T11:52:24.833Z","2","5695","2824","801"
"112","DATO JONATHAN LIM YING RAN","","2","L","10430","dun","null","HD","2018-04-28T13:09:08.290Z","3","3732","45212","371"
"1233","SAIRIN KARNO","PEMBANTU MENTERI KABINET NEGERI SABAH","1","L","18034","dun","null","KLH","2018-04-28T14:04:34.243Z","3","5005","1382","154"
"364","HUSAM MUSA","TIDAK BEKERJA","37","L","02417","dun","null","KLH","2018-04-28T11:52:44.617Z","1","3617","4666","215"
"934","ABUN SUI ANYIT","PEGUAM","37","L","21600","parlimen","null","KLH","2018-04-28T11:37:32.940Z","1","5519","6315","306"
"856","SITI ROHAYA BINTI AHAD","TIADA","2","P","10739","dun","null","KLH","2018-04-28T12:31:59.417Z","3","5633","15703","391"
"261","DR MOHD SALLEHUDDIN HAFIZ","PENGAMAL PERUBATAN","2","L","11253","dun","null","KLH","2018-04-28T12:37:59.360Z","1","7329","2117","352"
"1200","PAKCIK SOBRI","","2","L","04204","dun","null","KLH","2018-04-28T12:00:34.777Z","3","6224","646","296"
"1151","MASLIN SHAM BIN RAZMAN","","1","L","06734","dun","null","MNG","2018-04-28T12:42:44.640Z","1","5929","464","253"
"313","KHAIRUL NIZAM ","TIADA","79","L","02109","dun","null","HD","2018-04-28T12:38:12.940Z","4","54","1445","267"
"1183","DATO MANSOR OTHMAN","","37","L","04700","parlimen","null","MNG","2018-04-28T12:10:13.030Z","1","35395","15817","860"
"1256","MOHAMAD NOOR BIN DAWOO","","1","L","05812","dun","null","MNG","2018-04-28T12:17:33.910Z","3","5167","97","232"
"520","AB.AZIZ BIN ABDULLAH","","2","L","15900","parlimen","null","HD","2018-04-28T13:00:16.410Z","1","6278","24726","1342"
"1221","NIK AZMI","","37","L","02005","dun","null","HD","2018-04-28T12:37:59.133Z","1","1828","4717","222"
"1241","CIKGU RASHID","TIADA","2","L","09610","dun","null","KLH","2018-04-28T12:55:58.487Z","2","3261","2695","418"
"513","DR CHONG","","37","L","14103","dun","null","MNG","2018-04-28T12:23:04.947Z","2","8304","363","393"
"1176","HAJI ZAMRI BIN YAHYA","TIADA","2","L","09201","dun","null","KLH","2018-04-28T12:35:13.053Z","1","3997","1440","220"
"29","TONY LEONG TUCK CHEE","","37","L","11047","dun","null","MNG","2018-04-28T13:02:03.263Z","2","41552","35863","303"
"1133","ABDULGANI BIN KOSUI","-","82","L","18748","dun","null","HD","2018-04-28T14:39:29.050Z","4","71","1628","253"
"1211","ABDUL HANNAAN BIN KHAIRY","TIADA","37","L","00210","dun","null","KLH","2018-04-28T12:44:32.167Z","3","2840","435","163"
"1138","USTAZ NASRUDIN HASSAN TANTAWI","TIADA","2","L","08200","parlimen","null","KLH","2018-04-28T12:20:37.297Z","2","17515","10950","622"
"1260","DR AHMAD SAFWAN (DR IWAN)","","37","L","05401","dun","null","KLH","2018-04-28T12:17:13.037Z","3","2711","2375","307"
"1217","NOR SAIDI BIN NANYAN","TIADA","1","L","00402","dun","null","KLH","2018-04-28T11:44:29.540Z","1","5824","2452","353"
"1205","OSMAN BIN ENTING","PESARA","86","L","18442","dun","null","HD","2018-04-28T12:59:57.777Z","2","241","2184","525"
"3","AZMAN BIN AHMAD","","1","L","10100","parlimen","null","KLH","2018-04-28T13:26:27.123Z","3","23580","25424","929"
"277","LING TIAN SOON (AH SOON)","","1","L","14819","dun","null","KLH","2018-04-28T13:08:17.797Z","3","7218","5089","300"
"1265","Sr. AZMAN BIN MOHD. NOOR","BEKERJA SENDIRI","20","L","09714","dun","004","HD","2018-04-28T13:17:00.343Z","2","644","23860","366"
"1240","ZAIS BIN MOHD AKIL ","","37","L","14820","dun","null","KLH","2018-04-28T14:18:26.097Z","2","4909","5842","242"
"780","YEOH CHENG HUAT","","9","L","05339","dun","null","HD","2018-04-28T11:07:50.980Z","2","64","1596","220"
"1068","RONNIE LIU TIAN KHIEW","PERUNDING","37","L","11356","dun","null","MNG","2018-04-28T13:14:07.350Z","3","13484","6586","296"
"1069","SIMON OOI","TIADA","37","L","01528","dun","null","MNG","2018-04-28T11:58:24.720Z","2","18440","10833","391"
"1282","IDRIS BIN AHMAD","","37","L","09611","dun","null","MNG","2018-04-28T12:56:02.013Z","3","8914","2114","396"
"1073","ZAIRI SUBOH","TIADA","37","L","13405","dun","null","KLH","2018-04-28T12:48:58.380Z","2","2589","740","161"
"351","DR AMINUDDIN","DOKTOR","37","L","03037","dun","null","HD","2018-04-28T12:59:37.783Z","2","608","359","173"
"1169","CHIN KWAI LEONG","","79","L","06632","dun","null","HD","2018-04-28T12:39:22.113Z","3","248","17948","222"
"1008","JAMALIAH BINTI JAMALUDDIN","-","37","P","10636","dun","null","MNG","2018-04-28T11:56:38.977Z","2","38651","34769","165"
"1294","MOHD KAMARUDDIN BIN ABU BAKAR","","1","L","05913","dun","null","MNG","2018-04-28T13:29:30.370Z","1","8993","329","334"
"1194","TIONG ING TUNG","TIADA","15","L","21200","parlimen","null","HD","2018-04-28T11:46:55.373Z","4","176","11422","515"
"1070","USTAZ HANIF BIN GHAZALI","TIADA","2","L","01426","dun","null","MNG","2018-04-28T11:48:33.150Z","3","11444","952","645"
"528","HJ SALLEHUDDIN BIN MOHD DAHIRAN","","2","L","16249","dun","null","HD","2018-04-28T13:34:39.517Z","2","4966","14543","920"
"1272","CIKGU WAN AZLAN","-","37","L","03139","dun","null","HD","2018-04-28T12:38:38.933Z","1","829","3351","240"
"1250","SHAHIR ADNAN","","2","L","10400","parlimen","null","HD","2018-04-28T13:06:30.377Z","4","9025","92353","610"
"1276","USTAZ HAFEZ SABRI","","2","L","06323","dun","null","KLH","2018-04-28T12:24:43.090Z","1","10830","3532","539"
"356","FAREEZ","BERNIAGA","1","L","02006","dun","null","KLH","2018-04-28T12:38:02.503Z","1","7075","3474","232"
"196","TEOH YAP KUN","","1","L","15330","dun","null","KLH","2018-04-28T14:31:50.560Z","1","8175","783","366"
"1239","DATO RAJA BAHRIN","ARKITEK","37","L","03600","parlimen","null","KLH","2018-04-28T11:34:29.227Z","2","15380","14773","767"
"911","SUBENG ANAK MULA","AHLI PERNIAGAAN","1","L","20500","parlimen","null","KLH","2018-04-28T11:15:28.767Z","1","10859","989","257"
"373","MADIHAH BINTI AB AZIZ","BERNIAGA","1","P","02108","dun","null","KLH","2018-04-28T12:38:09.663Z","1","4945","7015","201"
"221","HJ ROSLELI BIN JAHARI","","1","L","15637","dun","null","MNG","2018-04-28T12:33:53.720Z","1","12532","5807","336"
"1141","PAREN ANAK NYAWI","TIADA","3","L","21500","parlimen","null","KLH","2018-04-28T11:55:54.690Z","1","3823","10479","278"
"1062","HAJI ZULKIFLI BIN CHE HARON","PENYELARAS MAPIM ALOR SETAR","2","L","00913","dun","null","HD","2018-04-28T11:51:10.513Z","1","1732","8468","229"
"1081","M . THILAI","","9","L","11148","dun","null","HD","2018-04-28T13:00:39.487Z","4","79","33600","344"
"1285","DR. MOHD MAZRI BIN YAHYA","","2","L","14513","dun","null","HD","2018-04-28T14:44:35.307Z","2","2136","7687","235"
"1230","KANG TEIK WOI","","97","L","05133","dun","null","HD","2018-04-28T12:14:18.670Z","2","148","9541","151"
"1120","ABDUL NASIR BIN AB RAUP","","2","L","18900","parlimen","null","HD","2018-04-28T14:56:06.667Z","1","384","20674","982"
"1307","CIKGU HAJI ABU HUSIN","","2","L","05600","parlimen","null","KLH","2018-04-28T13:47:16.597Z","1","13698","4486","722"
"1195","CHIN KWAI HENG","","79","L","06633","dun","null","HD","2018-04-28T12:39:26.643Z","3","333","10501","285"
"1273","USTAZ HASANUDDIN MOHD YUNUS","","37","L","10100","parlimen","null","MNG","2018-04-28T13:26:27.123Z","2","49004","25424","929"
"168","SHAHRIL HAMDAN","KETUA PEGAWAI EKSEKUTIF","1","L","11200","parlimen","null","KLH","2018-04-28T12:37:08.567Z","2","26127","17112","1131"
"1143","SAIFUL LIZAN BIN MD YUSOFF","","2","L","05237","dun","null","HD","2018-04-28T13:13:26.283Z","2","3153","8317","352"
"253","DATO' SRI MUHAMMAD ABD GHANI","AHLI PERNIAGAAN","1","L","02400","parlimen","null","KLH","2018-04-28T12:37:17.087Z","2","16251","19369","735"
"1114","ASMARA BIN ABDUL RAHMAN","TIADA","91","L","18442","dun","null","KLH","2018-04-28T12:59:57.777Z","3","12319","2184","525"
"977","TENG CHANG YEOW","","1","L","04822","dun","null","KLH","2018-04-28T12:57:41.220Z","4","3902","9343","163"
"927","LIM YI WEI","-","37","P","10635","dun","null","MNG","2018-04-28T11:56:22.787Z","1","34477","30444","204"
"1238","KOAY XING BOON","","97","L","04300","parlimen","null","HD","2018-04-28T12:40:06.560Z","3","181","43902","463"
"1299","USTAZ HASBULLAH RIDZWAN","TIADA","2","L","09817","dun","null","KLH","2018-04-28T13:05:37.093Z","3","11758","12399","328"
"96","RIZAM","PENIAGA","1","L","09201","dun","null","MNG","2018-04-28T12:35:13.053Z","2","5437","1440","220"
"126","S KANAN","","1","L","16248","dun","null","KLH","2018-04-28T13:34:45.470Z","2","12233","35126","726"
"1218","USTAZ MOHD TARMIZI","","2","L","07700","parlimen","null","KLH","2018-04-28T12:31:53.717Z","1","10311","5358","1051"
"1115","USTAZ OTHMAN CHE MEE","PENDAKWAH BEBAS","2","L","01528","dun","null","KLH","2018-04-28T11:58:24.720Z","1","7607","10833","391"
"1278","WILLIE MONGIN","TIADA","37","L","19800","parlimen","null","MNG","2018-04-28T11:53:29.827Z","3","18865","4005","514"
"1203","DATIN MASTURA YAZID ","","1","P","06700","parlimen","null","MNG","2018-04-28T12:42:57.230Z","3","12102","731","511"
"341","CHE NI ZUKI","BERNIAGA","1","P","03141","dun","null","KLH","2018-04-28T12:52:09.697Z","3","4948","3735","267"
"1235","DATO' SAIFUDDIN ABDULLAH","TIADA","37","L","08200","parlimen","null","MNG","2018-04-28T12:20:37.297Z","3","28578","10950","622"
"1125","KHALID BIN NAYAN","AHLI PERNIAGAAN","2","L","11046","dun","null","HD","2018-04-28T13:01:56.140Z","4","2925","6422","393"
"1267","MALIK  FAISHAL BIN AHMAD","","37","L","15025","dun","null","KLH","2018-04-28T12:55:38.243Z","1","5470","4172","329"
"1274","HJ AZBI SALLEH","BERNIAGA","2","L","03301","dun","null","KLH","2018-04-28T11:40:57.590Z","1","7983","143","197"
"201","DATO' USTAZ LAH","SPEAKER","2","L","03037","dun","null","KLH","2018-04-28T12:59:37.783Z","1","6884","359","173"
"311","DR FAUZI","TIADA","37","L","02700","parlimen","null","HD","2018-04-28T11:52:28.363Z","3","4747","2929","986"
"1173","DATO' IR. ZAKIYUDDIN","","37","L","04103","dun","null","MNG","2018-04-28T12:35:30.453Z","1","7754","127","296"
"1228","DR AMAR PRITPAL BIN ABDULLAH","","37","L","04720","dun","null","MNG","2018-04-28T12:27:44.123Z","3","10386","2348","353"
"1011","MARVIN LEE ZHENG YONG","","97","L","04822","dun","null","HD","2018-04-28T12:57:41.220Z","1","74","9343","163"
"1112","DATO' AMIRUDDIN HAMZAH","AHLI PERNIAGAAN","37","L","01015","dun","null","MNG","2018-04-28T11:36:47.840Z","3","9810","1579","297"
"150","DATUK DR. YAHYA BABA","","2","L","11200","parlimen","null","KLH","2018-04-28T12:37:08.567Z","3","18731","17112","1131"
"1188","TUAN HAJI ANNUAR BIN AHMAD","BERNIAGA","1","L","01426","dun","null","KLH","2018-04-28T11:48:33.150Z","2","10421","952","645"
"1140","EDWARD ANDREW LUWAK","TIADA","3","L","19900","parlimen","null","KLH","2018-04-28T11:43:56.577Z","1","7640","9905","385"
"1000","ROLAND ENGAN","PEGUAM","37","L","22000","parlimen","null","KLH","2018-04-28T11:31:45.497Z","2","10181","1990","399"
"188","DATUK M. ASOJAN","","1","L","14409","dun","null","KLH","2018-04-28T13:41:32.007Z","1","7192","3088","383"
"1327","DR MAHATHIR BIN MOHAMAD","PESARA KERAJAAN","37","L","00400","parlimen","null","MNG","2018-04-28T11:44:23.963Z","2","18954","8893","604"
"1339","LIM KIT SIANG","","37","L","16200","parlimen","null","MNG","2018-04-28T13:34:28.993Z","2","80726","44864","1987"
"1312","BARU BIAN","PEGUAM","37","L","21400","parlimen","null","MNG","2018-04-28T10:46:29.110Z","2","11228","486","334"
"1170","KO HUNG WENG","TIADA","1","L","01528","dun","null","KLH","2018-04-28T11:58:24.720Z","5","5547","10833","391"
